countryName,pollutant,reportingYear,emissions
Ireland,Chlorofluorocarbons (CFCs),2014,41.2
Ireland,Chromium and compounds (as Cr),2014,281
Ireland,Dichloromethane (DCM),2014,3710
Ireland,Hydrochlorofluorocarbons (HCFCs),2014,2416.94
Ireland,Hydro-fluorocarbons (HFCS),2014,10035
Ireland,Mercury and compounds (as Hg),2014,45.7
Ireland,Methane (CH4),2014,33541000
Ireland,Nickel and compounds (as Ni),2014,221
Ireland,Nitrogen oxides (NOX),2014,14054000
Ireland,Nitrous oxide (N2O),2014,152700
Ireland,Non-methane volatile organic compounds (NMVOC),2014,2620000
Ireland,Particulate matter (PM10),2014,336000
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2014,62.4
Ireland,Sulphur oxides (SOX),2014,8041000
Ireland,Ammonia (NH3),2015,1945400
Ireland,Arsenic and compounds (as As),2015,30.9
Ireland,Carbon dioxide (CO2),2015,15787000000
Ireland,Carbon monoxide (CO),2015,2540000
Ireland,Chlorine and inorganic compounds (as HCl),2015,414000
Ireland,Chlorofluorocarbons (CFCs),2015,33.839999999999996
Ireland,Dichloromethane (DCM),2015,6200
Ireland,Hydrochlorofluorocarbons (HCFCs),2015,2374.7400000000002
Ireland,Hydro-fluorocarbons (HFCS),2015,4618
Ireland,Mercury and compounds (as Hg),2015,100.30000000000001
Ireland,Methane (CH4),2015,31245000
Ireland,Nickel and compounds (as Ni),2015,121
Ireland,Nitrogen oxides (NOX),2015,15694000
Ireland,Nitrous oxide (N2O),2015,186200
Ireland,Non-methane volatile organic compounds (NMVOC),2015,2800000
Ireland,Particulate matter (PM10),2015,289000
Ireland,Perfluorocarbons (PFCs),2015,2140
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2015,67.2
Ireland,Sulphur hexafluoride (SF6),2015,260
Ireland,Sulphur oxides (SOX),2015,6271000
Ireland,Ammonia (NH3),2016,1899600
Ireland,Arsenic and compounds (as As),2016,55.2
Ireland,Carbon dioxide (CO2),2016,15699000000
Ireland,Carbon monoxide (CO),2016,2795000
Ireland,Chlorine and inorganic compounds (as HCl),2016,269000
Ireland,Chlorofluorocarbons (CFCs),2016,26.59
Ireland,Hydrochlorofluorocarbons (HCFCs),2016,461.26
Ireland,Hydro-fluorocarbons (HFCS),2016,3218
Ireland,Mercury and compounds (as Hg),2016,88.9
Ireland,Methane (CH4),2016,29567000
Ireland,Nickel and compounds (as Ni),2016,163.1
Ireland,Nitrogen oxides (NOX),2016,14321000
Ireland,Nitrous oxide (N2O),2016,233600
Ireland,Non-methane volatile organic compounds (NMVOC),2016,2730000
Ireland,Particulate matter (PM10),2016,317000
Ireland,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.00033
Ireland,Perfluorocarbons (PFCs),2016,4690
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2016,67.2
Ireland,Sulphur hexafluoride (SF6),2016,80.1
Ireland,Sulphur oxides (SOX),2016,4788000
Ireland,Ammonia (NH3),2017,2103200
Ireland,Carbon dioxide (CO2),2017,16044000000
Ireland,Carbon monoxide (CO),2017,2739000
Ireland,Chlorine and inorganic compounds (as HCl),2017,218000
Ireland,Chlorofluorocarbons (CFCs),2017,21.46
Ireland,Dichloromethane (DCM),2017,1310
Ireland,Hydrochlorofluorocarbons (HCFCs),2017,138.56
Ireland,Hydro-fluorocarbons (HFCS),2017,3034
Ireland,Mercury and compounds (as Hg),2017,112.2
Ireland,Methane (CH4),2017,29227000
Ireland,Nickel and compounds (as Ni),2017,131.4
Ireland,Nitrogen oxides (NOX),2017,14994000
Ireland,Nitrous oxide (N2O),2017,244200
Ireland,Non-methane volatile organic compounds (NMVOC),2017,2720000
Ireland,Particulate matter (PM10),2017,301000
Ireland,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.0008
Ireland,Perfluorocarbons (PFCs),2017,5970
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2017,67.1
Ireland,Sulphur hexafluoride (SF6),2017,95
Ireland,Sulphur oxides (SOX),2017,4834000
Ireland,Ammonia (NH3),2018,2075426.96
Ireland,Carbon dioxide (CO2),2018,15200127015.6
Ireland,Carbon monoxide (CO),2018,4567247.806
Ireland,Chlorine and inorganic compounds (as HCl),2018,36340
Ireland,Chlorofluorocarbons (CFCs),2018,15.51
Ireland,Chromium and compounds (as Cr),2018,117
Ireland,Dichloromethane (DCM),2018,1255.75
Ireland,Fine particulate matter (PM2.5),2018,152910
Ireland,Hydrochlorofluorocarbons (HCFCs),2018,42.79
Ireland,Hydro-fluorocarbons (HFCS),2018,2596.0099999999998
Ireland,Mercury and compounds (as Hg),2018,80.73273
Ireland,Methane (CH4),2018,29973125.539999995
Ireland,Nickel and compounds (as Ni),2018,117.51
Ireland,Nitrogen oxides (NOX),2018,12620152.031
Ireland,Nitrous oxide (N2O),2018,204192.17083999998
Ireland,Non-methane volatile organic compounds (NMVOC),2018,2836007.94
Ireland,Particulate matter (PM10),2018,209498
Ireland,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.0013
Ireland,Perfluorocarbons (PFCs),2018,6144
Ireland,Polycyclic aromatic hydrocarbons (PAHs),2018,65.9
Ireland,Sulphur hexafluoride (SF6),2018,734.75
Ireland,Sulphur oxides (SOX),2018,3648748.9881
Ireland,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2019,332.5
Ireland,Ammonia (NH3),2019,2024091.32807
Ireland,Carbon dioxide (CO2),2019,13772655484.98214
Ireland,Carbon monoxide (CO),2019,3765367.00759
Ireland,Chlorine and inorganic compounds (as HCl),2019,38324.989480000004
Ireland,Chlorofluorocarbons (CFCs),2019,12.309999999999999
Ireland,Hydrochlorofluorocarbons (HCFCs),2019,49.72
Ireland,Hydro-fluorocarbons (HFCS),2019,2560.13
Ireland,Mercury and compounds (as Hg),2019,78.26751
Ireland,Methane (CH4),2019,30633624.912
Ireland,Nickel and compounds (as Ni),2019,533.96775
Ireland,Nitrogen oxides (NOX),2019,11280441.99211
Ireland,Nitrous oxide (N2O),2019,198485.20997999999
Ireland,Non-methane volatile organic compounds (NMVOC),2019,2250808
Ireland,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.00024
Ireland,Perfluorocarbons (PFCs),2019,7938
Ireland,Sulphur hexafluoride (SF6),2019,478.01
Ireland,Sulphur oxides (SOX),2019,2407485.258
Ireland,Ammonia (NH3),2020,2054561.4213999996
Ireland,Carbon dioxide (CO2),2020,12841615712.649742
Ireland,Carbon monoxide (CO),2020,3361418.9560000002
Ireland,Chlorine and inorganic compounds (as HCl),2020,48987
Ireland,Chlorofluorocarbons (CFCs),2020,7.15
Ireland,Hydrochlorofluorocarbons (HCFCs),2020,16.52
Ireland,Hydro-fluorocarbons (HFCS),2020,4139.5599999999995
Ireland,Mercury and compounds (as Hg),2020,48.81173
Ireland,Methane (CH4),2020,27533956.199999996
Ireland,Nickel and compounds (as Ni),2020,623.2796099999999
Ireland,Nitrogen oxides (NOX),2020,10235353.288999999
Ireland,Nitrous oxide (N2O),2020,153999.4078
Ireland,Non-methane volatile organic compounds (NMVOC),2020,2249753
Ireland,Particulate matter (PM10),2020,68979.71
Ireland,Perfluorocarbons (PFCs),2020,8102
Ireland,Sulphur hexafluoride (SF6),2020,364
Ireland,Sulphur oxides (SOX),2020,2061644.849
Italy,"1,2-dichloroethane (DCE-1,2)",2007,18270
Italy,Ammonia (NH3),2007,16309700
Italy,Anthracene,2007,781
Italy,Arsenic and compounds (as As),2007,973.3
Italy,Benzene,2007,364890
Italy,Cadmium and compounds (as Cd),2007,828.4
Italy,Carbon dioxide (CO2),2007,217552000000
Italy,Carbon monoxide (CO),2007,365641000
Italy,Chlorine and inorganic compounds (as HCl),2007,1470100
Italy,Chlorofluorocarbons (CFCs),2007,507
Italy,Chromium and compounds (as Cr),2007,7038
Italy,Copper and compounds (as Cu),2007,5267
Italy,Dichloromethane (DCM),2007,498270
Italy,Fluorine and inorganic compounds (as HF),2007,442900
Italy,Hydrochlorofluorocarbons (HCFCs),2007,51759.899999999994
Italy,Hydro-fluorocarbons (HFCS),2007,88261
Italy,Hydrogen cyanide (HCN),2007,1409
Italy,Lead and compounds (as Pb),2007,17277
Italy,Mercury and compounds (as Hg),2007,1037.8999999999999
Italy,Methane (CH4),2007,143303000
Italy,Naphthalene,2007,13616
Italy,Nickel and compounds (as Ni),2007,30383.8
Italy,Nitrogen oxides (NOX),2007,255660000
Italy,Nitrous oxide (N2O),2007,7331400
Italy,Non-methane volatile organic compounds (NMVOC),2007,53330000
Italy,Particulate matter (PM10),2007,6992600
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.125509
Italy,Perfluorocarbons (PFCs),2007,253521
Italy,Polychlorinated biphenyls (PCBs),2007,66.981
Italy,Polycyclic aromatic hydrocarbons (PAHs),2007,1743.9
Italy,Sulphur hexafluoride (SF6),2007,5903
Italy,Sulphur oxides (SOX),2007,219305000
Italy,Tetrachloroethylene,2007,12010
Italy,Trichloroethylene (TRI),2007,3180
Italy,Vinyl chloride,2007,10430
Italy,Zinc and compounds (as Zn),2007,128571
Italy,"1,2-dichloroethane (DCE-1,2)",2008,16920
Italy,Ammonia (NH3),2008,16558100
Italy,Anthracene,2008,146
Italy,Arsenic and compounds (as As),2008,740.9000000000001
Italy,Benzene,2008,329830
Italy,Cadmium and compounds (as Cd),2008,425.09999999999997
Italy,Carbon dioxide (CO2),2008,211123000000
Italy,Carbon monoxide (CO),2008,362919000
Italy,Chlorine and inorganic compounds (as HCl),2008,1292400
Italy,Chromium and compounds (as Cr),2008,5393
Italy,Copper and compounds (as Cu),2008,5175
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2008,27.2
Italy,Dichloromethane (DCM),2008,831060
Italy,Fluorine and inorganic compounds (as HF),2008,496740
Italy,Hydrochlorofluorocarbons (HCFCs),2008,24342
Italy,Hydro-fluorocarbons (HFCS),2008,58299
Italy,Hydrogen cyanide (HCN),2008,3653
Italy,Lead and compounds (as Pb),2008,22600
Italy,Mercury and compounds (as Hg),2008,1082.1000000000001
Italy,Methane (CH4),2008,147762000
Italy,Naphthalene,2008,4940
Italy,Nickel and compounds (as Ni),2008,23217.100000000002
Italy,Nitrogen oxides (NOX),2008,239503000
Italy,Nitrous oxide (N2O),2008,5408900
Italy,Non-methane volatile organic compounds (NMVOC),2008,48104000
Italy,Particulate matter (PM10),2008,6324000
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2008,0.11516599999999998
Italy,Perfluorocarbons (PFCs),2008,229317
Italy,Polychlorinated biphenyls (PCBs),2008,57.709
Italy,Polycyclic aromatic hydrocarbons (PAHs),2008,1758.6
Italy,Sulphur hexafluoride (SF6),2008,4562
Italy,Sulphur oxides (SOX),2008,186863000
Italy,Tetrachloroethylene,2008,21450
Italy,Tetrachloromethane (TCM),2008,855
Italy,Trichloroethylene (TRI),2008,7990
Italy,Vinyl chloride,2008,10440
Italy,Zinc and compounds (as Zn),2008,134941
Italy,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",2009,22.3
Italy,"1,2-dichloroethane (DCE-1,2)",2009,15460
Italy,Ammonia (NH3),2009,17501100
Italy,Anthracene,2009,90
Italy,Arsenic and compounds (as As),2009,1206.3000000000002
Italy,Benzene,2009,280840
Italy,Cadmium and compounds (as Cd),2009,404.79999999999995
Italy,Carbon dioxide (CO2),2009,173662000000
Italy,Carbon monoxide (CO),2009,187473000
Italy,Chlorine and inorganic compounds (as HCl),2009,806400
Italy,Chlorofluorocarbons (CFCs),2009,5.8
Italy,Chromium and compounds (as Cr),2009,4838
Italy,Copper and compounds (as Cu),2009,8441
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2009,32
Italy,Dichloromethane (DCM),2009,1140530
Italy,Fluorine and inorganic compounds (as HF),2009,476800
Italy,Hexachlorobenzene (HCB),2009,22.3
Italy,Hydrochlorofluorocarbons (HCFCs),2009,20437
Italy,Hydro-fluorocarbons (HFCS),2009,32244
Italy,Hydrogen cyanide (HCN),2009,6667
Italy,Lead and compounds (as Pb),2009,14098
Italy,Mercury and compounds (as Hg),2009,1160.1
Italy,Methane (CH4),2009,138616000
Italy,Naphthalene,2009,1410
Italy,Nickel and compounds (as Ni),2009,22843.3
Italy,Nitrogen oxides (NOX),2009,185346000
Italy,Nitrous oxide (N2O),2009,4804200
Italy,Non-methane volatile organic compounds (NMVOC),2009,45546000
Italy,Particulate matter (PM10),2009,3528000
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.045292000000000006
Italy,Pentachlorophenol (PCP),2009,22.3
Italy,Perfluorocarbons (PFCs),2009,161907
Italy,Polychlorinated biphenyls (PCBs),2009,29.013999999999996
Italy,Polycyclic aromatic hydrocarbons (PAHs),2009,1063.3
Italy,Sulphur hexafluoride (SF6),2009,4559.8
Italy,Sulphur oxides (SOX),2009,141393000
Italy,Tetrachloroethylene,2009,10080
Italy,Tetrachloromethane (TCM),2009,892
Italy,Trichlorobenzenes (TCB),2009,22.3
Italy,Trichloroethylene (TRI),2009,6130
Italy,Vinyl chloride,2009,3980
Italy,Zinc and compounds (as Zn),2009,106281
Italy,"1,2-dichloroethane (DCE-1,2)",2010,14820
Italy,Ammonia (NH3),2010,16844500
Italy,Anthracene,2010,256
Italy,Arsenic and compounds (as As),2010,881.0999999999999
Italy,Benzene,2010,289170
Italy,Cadmium and compounds (as Cd),2010,442.5
Italy,Carbon dioxide (CO2),2010,179069000000
Italy,Carbon monoxide (CO),2010,267014000
Italy,Chlorine and inorganic compounds (as HCl),2010,931400
Italy,Chlorofluorocarbons (CFCs),2010,7.8
Italy,Chromium and compounds (as Cr),2010,4487
Italy,Copper and compounds (as Cu),2010,5036
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2010,151
Italy,Dichloromethane (DCM),2010,789440
Italy,Fluorine and inorganic compounds (as HF),2010,496720
Italy,Hydrochlorofluorocarbons (HCFCs),2010,24203.78
Italy,Hydro-fluorocarbons (HFCS),2010,15932
Italy,Hydrogen cyanide (HCN),2010,2375
Italy,Lead and compounds (as Pb),2010,17948
Italy,Mercury and compounds (as Hg),2010,1183.5
Italy,Methane (CH4),2010,119710000
Italy,Naphthalene,2010,9910
Italy,Nickel and compounds (as Ni),2010,18039.1
Italy,Nitrogen oxides (NOX),2010,175625000
Italy,Nitrous oxide (N2O),2010,3198700
Italy,Non-methane volatile organic compounds (NMVOC),2010,41632000
Italy,Particulate matter (PM10),2010,3554400
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.046685000000000004
Italy,Perfluorocarbons (PFCs),2010,203580
Italy,Polychlorinated biphenyls (PCBs),2010,29.275
Italy,Polycyclic aromatic hydrocarbons (PAHs),2010,687.4000000000001
Italy,Sulphur hexafluoride (SF6),2010,4478.9
Italy,Sulphur oxides (SOX),2010,134357000
Italy,Tetrachloroethylene,2010,14320
Italy,Trichloroethylene (TRI),2010,5780
Italy,Trichloromethane,2010,3480
Italy,Zinc and compounds (as Zn),2010,110714
Italy,"1,2-dichloroethane (DCE-1,2)",2011,12900
Italy,Ammonia (NH3),2011,20018000
Italy,Anthracene,2011,505
Italy,Arsenic and compounds (as As),2011,705.6
Italy,Benzene,2011,244490
Italy,Cadmium and compounds (as Cd),2011,370.70000000000005
Italy,Carbon dioxide (CO2),2011,177303000000
Italy,Carbon monoxide (CO),2011,309008000
Italy,Chlorine and inorganic compounds (as HCl),2011,1323500
Italy,Chlorofluorocarbons (CFCs),2011,173.42
Italy,Chromium and compounds (as Cr),2011,4780
Italy,Copper and compounds (as Cu),2011,5433
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2011,115
Italy,Dichloromethane (DCM),2011,689140
Italy,Fluorine and inorganic compounds (as HF),2011,446530
Italy,Hydrochlorofluorocarbons (HCFCs),2011,19351.66
Italy,Hydro-fluorocarbons (HFCS),2011,15574
Italy,Hydrogen cyanide (HCN),2011,5951
Italy,Lead and compounds (as Pb),2011,14312
Italy,Mercury and compounds (as Hg),2011,1209.3999999999999
Italy,Methane (CH4),2011,103948000
Italy,Naphthalene,2011,5210
Italy,Nickel and compounds (as Ni),2011,16097.600000000002
Italy,Nitrogen oxides (NOX),2011,166426000
Italy,Nitrous oxide (N2O),2011,2090000
Italy,Non-methane volatile organic compounds (NMVOC),2011,39236000
Italy,Particulate matter (PM10),2011,3302400
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.030970999999999995
Italy,Perfluorocarbons (PFCs),2011,229719
Italy,Polychlorinated biphenyls (PCBs),2011,20.075
Italy,Polycyclic aromatic hydrocarbons (PAHs),2011,243.8
Italy,Sulphur hexafluoride (SF6),2011,4995.9
Italy,Sulphur oxides (SOX),2011,121313000
Italy,Tetrachloroethylene,2011,2650
Italy,Trichloroethylene (TRI),2011,5710
Italy,Zinc and compounds (as Zn),2011,91943
Italy,"1,2-dichloroethane (DCE-1,2)",2012,13400
Italy,Ammonia (NH3),2012,21161400
Italy,Anthracene,2012,3160
Italy,Arsenic and compounds (as As),2012,922.3
Italy,Benzene,2012,210390
Italy,Cadmium and compounds (as Cd),2012,313.8
Italy,Carbon dioxide (CO2),2012,167961000000
Italy,Carbon monoxide (CO),2012,252207000
Italy,Chlorine and inorganic compounds (as HCl),2012,992100
Italy,Chlorofluorocarbons (CFCs),2012,95
Italy,Chromium and compounds (as Cr),2012,13402
Italy,Copper and compounds (as Cu),2012,6825
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2012,78.3
Italy,Dichloromethane (DCM),2012,1038220
Italy,Fluorine and inorganic compounds (as HF),2012,314170
Italy,Hydrochlorofluorocarbons (HCFCs),2012,10153.9
Italy,Hydro-fluorocarbons (HFCS),2012,25659
Italy,Hydrogen cyanide (HCN),2012,10148
Italy,Lead and compounds (as Pb),2012,8651
Italy,Mercury and compounds (as Hg),2012,1474.1999999999998
Italy,Methane (CH4),2012,100139000
Italy,Naphthalene,2012,9436
Italy,Nickel and compounds (as Ni),2012,17455.5
Italy,Nitrogen oxides (NOX),2012,145563000
Italy,Nitrous oxide (N2O),2012,1648200
Italy,Non-methane volatile organic compounds (NMVOC),2012,36856000
Italy,Particulate matter (PM10),2012,2005800
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.015588000000000001
Italy,Perfluorocarbons (PFCs),2012,200755
Italy,Polychlorinated biphenyls (PCBs),2012,16.945
Italy,Polycyclic aromatic hydrocarbons (PAHs),2012,160
Italy,Sulphur hexafluoride (SF6),2012,4494
Italy,Sulphur oxides (SOX),2012,107539000
Italy,Tetrachloromethane (TCM),2012,5530
Italy,Trichloroethylene (TRI),2012,5820
Italy,Zinc and compounds (as Zn),2012,135971
Italy,"1,2-dichloroethane (DCE-1,2)",2013,6810
Italy,Ammonia (NH3),2013,23075600
Italy,Anthracene,2013,883
Italy,Arsenic and compounds (as As),2013,523.3000000000001
Italy,Benzene,2013,179450
Italy,Cadmium and compounds (as Cd),2013,482.40000000000003
Italy,Carbon dioxide (CO2),2013,145395000000
Italy,Carbon monoxide (CO),2013,151656000
Italy,Chlorine and inorganic compounds (as HCl),2013,486100
Italy,Chlorofluorocarbons (CFCs),2013,152.04
Italy,Chromium and compounds (as Cr),2013,6183
Italy,Copper and compounds (as Cu),2013,5614
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2013,27.4
Italy,Dichloromethane (DCM),2013,1116850
Italy,Fluorine and inorganic compounds (as HF),2013,171210
Italy,Hydrochlorofluorocarbons (HCFCs),2013,18263
Italy,Hydro-fluorocarbons (HFCS),2013,23382
Italy,Hydrogen cyanide (HCN),2013,1060
Italy,Lead and compounds (as Pb),2013,8171
Italy,Mercury and compounds (as Hg),2013,1050.5
Italy,Methane (CH4),2013,119312000
Italy,Naphthalene,2013,3720
Italy,Nickel and compounds (as Ni),2013,11683.4
Italy,Nitrogen oxides (NOX),2013,124983000
Italy,Nitrous oxide (N2O),2013,2327000
Italy,Non-methane volatile organic compounds (NMVOC),2013,32954000
Italy,Particulate matter (PM10),2013,1388400
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.015442999999999998
Italy,Perfluorocarbons (PFCs),2013,230168
Italy,Polychlorinated biphenyls (PCBs),2013,12.927999999999997
Italy,Polycyclic aromatic hydrocarbons (PAHs),2013,154.9
Italy,Sulphur hexafluoride (SF6),2013,4133.2
Italy,Sulphur oxides (SOX),2013,82418000
Italy,Tetrachloroethylene,2013,7730
Italy,Trichloroethylene (TRI),2013,5820
Italy,Zinc and compounds (as Zn),2013,59513
Italy,Ammonia (NH3),2014,27052200
Italy,Arsenic and compounds (as As),2014,283.5
Italy,Benzene,2014,161690
Italy,Cadmium and compounds (as Cd),2014,1016.4
Italy,Carbon dioxide (CO2),2014,131847000000
Italy,Carbon monoxide (CO),2014,173818000
Italy,Chlorine and inorganic compounds (as HCl),2014,430900
Italy,Chlorofluorocarbons (CFCs),2014,136.2
Italy,Chromium and compounds (as Cr),2014,3238
Italy,Copper and compounds (as Cu),2014,1832
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2014,26.7
Italy,Dichloromethane (DCM),2014,1319830
Italy,Fluorine and inorganic compounds (as HF),2014,168540
Italy,Hydrochlorofluorocarbons (HCFCs),2014,17926.949999999997
Italy,Hydro-fluorocarbons (HFCS),2014,25135
Italy,Hydrogen cyanide (HCN),2014,6252
Italy,Lead and compounds (as Pb),2014,5755
Italy,Mercury and compounds (as Hg),2014,906.9000000000001
Italy,Methane (CH4),2014,110560000
Italy,Naphthalene,2014,418
Italy,Nickel and compounds (as Ni),2014,5607.2
Italy,Nitrogen oxides (NOX),2014,112104000
Italy,Nitrous oxide (N2O),2014,1788400
Italy,Non-methane volatile organic compounds (NMVOC),2014,31503000
Italy,Particulate matter (PM10),2014,1254000
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.005486
Italy,Perfluorocarbons (PFCs),2014,210380
Italy,Polychlorinated biphenyls (PCBs),2014,8.188
Italy,Sulphur hexafluoride (SF6),2014,3300.2
Italy,Sulphur oxides (SOX),2014,67713000
Italy,Tetrachloroethylene,2014,14340
Italy,Trichloroethylene (TRI),2014,5730
Italy,Vinyl chloride,2014,2030
Italy,Zinc and compounds (as Zn),2014,37398
Italy,Ammonia (NH3),2015,47253200
Italy,Arsenic and compounds (as As),2015,389.1
Italy,Benzene,2015,123170
Italy,Cadmium and compounds (as Cd),2015,215
Italy,Carbon dioxide (CO2),2015,124600000000
Italy,Carbon monoxide (CO),2015,116665000
Italy,Chlorine and inorganic compounds (as HCl),2015,584200
Italy,Chlorofluorocarbons (CFCs),2015,349.30000000000007
Italy,Chromium and compounds (as Cr),2015,2815
Italy,Copper and compounds (as Cu),2015,1498
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2015,47.3
Italy,Dichloromethane (DCM),2015,1251780
Italy,Fluorine and inorganic compounds (as HF),2015,168590
Italy,Hydrochlorofluorocarbons (HCFCs),2015,16974.300000000003
Italy,Hydro-fluorocarbons (HFCS),2015,18519
Italy,Hydrogen cyanide (HCN),2015,2110
Italy,Lead and compounds (as Pb),2015,3419
Italy,Mercury and compounds (as Hg),2015,515.4
Italy,Methane (CH4),2015,80471000
Italy,Naphthalene,2015,643
Italy,Nickel and compounds (as Ni),2015,5943.3
Italy,Nitrogen oxides (NOX),2015,90836000
Italy,Nitrous oxide (N2O),2015,1681100
Italy,Non-methane volatile organic compounds (NMVOC),2015,28670000
Italy,Particulate matter (PM10),2015,1044800
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.0028320000000000003
Italy,Perfluorocarbons (PFCs),2015,210497
Italy,Polychlorinated biphenyls (PCBs),2015,20.02
Italy,Polycyclic aromatic hydrocarbons (PAHs),2015,114
Italy,Sulphur hexafluoride (SF6),2015,514.5
Italy,Sulphur oxides (SOX),2015,53970000
Italy,Tetrachloroethylene,2015,4500
Italy,Trichloroethylene (TRI),2015,5650
Italy,Trichloromethane,2015,3637
Italy,Zinc and compounds (as Zn),2015,16677
Italy,"1,1,1-trichloroethane (TCE-1,1,1)",2016,587
Italy,Ammonia (NH3),2016,25739400
Italy,Arsenic and compounds (as As),2016,948.8
Italy,Benzene,2016,129510
Italy,Cadmium and compounds (as Cd),2016,446.3
Italy,Carbon dioxide (CO2),2016,137495000000
Italy,Carbon monoxide (CO),2016,139235000
Italy,Chlorine and inorganic compounds (as HCl),2016,338000
Italy,Chlorofluorocarbons (CFCs),2016,313.5
Italy,Chromium and compounds (as Cr),2016,4219
Italy,Copper and compounds (as Cu),2016,2211
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2016,31.6
Italy,Dichloromethane (DCM),2016,1355580
Italy,Fluorine and inorganic compounds (as HF),2016,172230
Italy,Hydrochlorofluorocarbons (HCFCs),2016,17129.5
Italy,Hydro-fluorocarbons (HFCS),2016,36107
Italy,Hydrogen cyanide (HCN),2016,8251
Italy,Lead and compounds (as Pb),2016,4849
Italy,Mercury and compounds (as Hg),2016,636.3
Italy,Methane (CH4),2016,98348000
Italy,Naphthalene,2016,1630
Italy,Nickel and compounds (as Ni),2016,5677.9
Italy,Nitrogen oxides (NOX),2016,100180000
Italy,Nitrous oxide (N2O),2016,2453700
Italy,Non-methane volatile organic compounds (NMVOC),2016,31148000
Italy,Particulate matter (PM10),2016,720300
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.03869499999999999
Italy,Perfluorocarbons (PFCs),2016,216800
Italy,Polychlorinated biphenyls (PCBs),2016,6.015000000000001
Italy,Polycyclic aromatic hydrocarbons (PAHs),2016,52.2
Italy,Sulphur hexafluoride (SF6),2016,3009.9
Italy,Sulphur oxides (SOX),2016,51688000
Italy,Tetrachloroethylene,2016,4900
Italy,Trichloroethylene (TRI),2016,4610
Italy,Trichloromethane,2016,2510
Italy,Zinc and compounds (as Zn),2016,28984
Italy,"1,1,1-trichloroethane (TCE-1,1,1)",2017,617
Italy,Ammonia (NH3),2017,29725600
Italy,Arsenic and compounds (as As),2017,432.9
Italy,Benzene,2017,136990
Italy,Cadmium and compounds (as Cd),2017,269.7
Italy,Carbon dioxide (CO2),2017,135159000000
Italy,Carbon monoxide (CO),2017,127795000
Italy,Chlorine and inorganic compounds (as HCl),2017,554500
Italy,Chlorofluorocarbons (CFCs),2017,273
Italy,Chromium and compounds (as Cr),2017,2832
Italy,Copper and compounds (as Cu),2017,2823
Italy,Di-(2-ethyl hexyl) phthalate (DEHP),2017,43.9
Italy,Dichloromethane (DCM),2017,1073580
Italy,Fluorine and inorganic compounds (as HF),2017,98600
Italy,Hydrochlorofluorocarbons (HCFCs),2017,16306.800000000001
Italy,Hydro-fluorocarbons (HFCS),2017,58582
Italy,Hydrogen cyanide (HCN),2017,9983
Italy,Lead and compounds (as Pb),2017,8528
Italy,Mercury and compounds (as Hg),2017,985.7
Italy,Methane (CH4),2017,94700000
Italy,Naphthalene,2017,887
Italy,Nickel and compounds (as Ni),2017,4017.9999999999995
Italy,Nitrogen oxides (NOX),2017,93537000
Italy,Nitrous oxide (N2O),2017,2062100
Italy,Non-methane volatile organic compounds (NMVOC),2017,31141000
Italy,Particulate matter (PM10),2017,798000
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.028406999999999998
Italy,Perfluorocarbons (PFCs),2017,175710
Italy,Polychlorinated biphenyls (PCBs),2017,8.423
Italy,Polycyclic aromatic hydrocarbons (PAHs),2017,114
Italy,Sulphur hexafluoride (SF6),2017,3601.4
Italy,Sulphur oxides (SOX),2017,50612000
Italy,Tetrachloroethylene,2017,6900
Italy,Trichlorobenzenes (TCB),2017,15.5
Italy,Trichloroethylene (TRI),2017,4530
Italy,Trichloromethane,2017,2120
Italy,Zinc and compounds (as Zn),2017,37213
Italy,"1,1,1-trichloroethane (TCE-1,1,1)",2018,883.763
